price,Location,Floor,Bathroom,Bedroom,Land Mark,Land Size (Aana/Dhur),Buildup (Sqr. Ft.),Road Size,url
42500000,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",3,4 attached,7,Near Gokul Awas,5 Aana,N/A,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-bhainsepati-lalitpur-in-lalitpur/844e25b0f4ae4032a129070be53f0b36
30500000,"Nagarjun, Tarakeshwar, Kathmandu, Bagmati Pradesh, 19975, Nepal",2.5,4,4,Nagarjun School,4,1740,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/nagarjun-residence-in-kathmandu/563d55af774f480da7f0d51a00673587
32500000,Imadol,3,4,6,,332,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-tikathali-highway-najeek-in-nepal/b5e2208398134892a11499c44453a07f
6000000,"Pokhara, कास्की, Gandaki Pradesh, नेपाल",1,2,3,,4,90,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-sell-in-pokhara-in-nepal/9a1add5a60df4b9388f90d0d4cee6c57
23500000,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",2.5,4,4,Imadol Swimming Pool,3,2200,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/in-lalitpur/a56fb4e256ff4b45929e17ea39d2b76e
27500000,"सीतापाखा, इमाडोल",3,4,4,,320,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-sanagau-pani-tanki-in-nepal/2a668bc516034961bff034ccd31e5aad
26000000,"Imadol, Mahalaxmi, Lalitpur, Bagmati Pradesh, 44705, Nepal",2.5,4,6,,3,2038,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/in-lalitpur/d764978fce3d4ba4813299402d7a2d69
30000000,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",2.5,4,8,,4.5,900,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/972df5f8a981447a8f274d643c63c020
21000000,"Rug Company, Bagmati Corridor Road, Makalbari, Gokarneshwor, Namgyal, Gokarneshwar Municipality, Kathmandu",3,3,3,Near greenhill city,3,220,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-ktm-jorpati-in-kathmandu/a22715ea372541839ab9b8806e423a2a
28000000,"Dhapakhel, Lalitpur",2.5,3,5,opposite civil homes,5Anna 1 paisa,1745.475,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-in-lalitpur/fcd4c29cd6a0436b987cf73eb2953111
45000000,"Stranger Cafe, Swa Chapu marg, Tahiti, Paknajol, Kathmandu",5,1,2,,2,0,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/chetrapati-ma-2-aana-semi-commercial-ghar-bikrima-in-kathmandu/6cbc0eec2873447bae4f0c3fae6bd3e1
33000000,"Gwarko Koteshwor Imadol, Balkumari Area, Lalitpur",2.5,4,6,"Imadol Krishna Mandir, Occhu Height",3,1500,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-imadol-occhu-height-in-lalitpur/e491adb1a74d4265bf14f8dd91c3ea88
15500000,Rupandehi > Tilottama,2.5,4,8,"Yogikuti, in front of Butwal Public School, Tilottama- 3, Rupandehi",6.5,3150,13 to 20 feet,https://hamrobazaar.com/for-sale-house/house-sale-at-tilottama-3-yogikuti-in-rupandehi/472a111c36c747689e843130430c3152
21000000,"Nagarjun, Nagarjun Municipality, Kathmandu, Bagmati Pradesh, 44620, Nepal",3,4,5,,3,2000,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/3-ana-house-for-sale-in-thapa-chowk-sitapaila-in-kathmandu/7ac5fffef04c488380859feb8c32680a
52500000,"Jalpa Chowk, Tokha, Kathmandu, Bagmati Pradesh, 10378, Nepal",3.5,3,3,Indrapuri awas,6,200,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-indrapuri-awas-colony-basundhara-ringroad-in-kathmandu/4b9bf340a6f944b2b4f50b2ba08f880c
16000000,"Santinagar, Nagarjun, Nagarjun Municipality, Kathmandu",2,3,3,,3,128,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kathmandu/775a2002c3d340abae3fd387f36aa620
2400000,"Tikathali (Mahalaxmi), Lalitpur",2.5,3,5,,3 aana 1 paisa,Around 2500,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-in-lalitpur/1438f632c20f42e9823a4bb1629ecf9f
16500000,"तारकेश्वर, तारकेश्वर नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",1,1,6,,4,1369,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/kathmandu-phutung-ma-ramro-sasto-ghar-bikrima-in-nepal/938f93952099da7f3573eb20306acd7d
47500000,"Chandol, Kathmandu",3.5,7,7,,5 .2paisa,3800,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/new-ghar-bikri-in-kathmandu/dce82f4390b94b7fa8ddacaf0013bb7f
140000000,"Bhat Bhateni (Naxal), Kathmandu",2.5,0,0,,12 aana,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-naxal-bhatbhateni-in-kathmandu/44a47cb89c89427e87c14fb1151dac35
28500000,"Tikathali, महालक्ष्मी, Mahalaxmi, ललितपुर, Bagmati Pradesh, नेपाल",3,3,4,tikathali near bhatbateni,32,700,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/tikathali-beautiful-house-on-sale-in-nepal/ab384ddda7a64028b3e00afb42686810
20500000,"Matatirtha, Chandragiri, Chandragiri Municipality, Kathmandu",3,3,8,,5,158,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/5-ana-house-for-sale-at-chandragiri-matatirtha-in-kathmandu/f509bc33640c4ac098225d5652d4f08e
23500000,"Parakhi Traders, Dakchhinkali Road, Chobhar, Taudaha, Kirtipur, Kathmandu, बागमती प्रदेश, 13775, नेपाल",3.5,4,5,,3.5,3400,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/kirtipur-taudaha-35-aana-35-talla-11-rooms-in-kathmandu/ad86d62fef8d4a45ac4bfde4d1d902a6
58000000,"Bansbari Sadak, Narayan Gopal Chowk, Basundhara",3,6,6,,6,1800,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/baansbarima-52-in-nepal/a1e901f31f0546c39b24def30d65e51b
15500000,Bhaktapur > Naya Thimi,2,2,4,Harsha chowk thimi. Gamcha dhadhikot muni,3,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/house-at-thimi-harsha-chowk-in-bhaktapur/89aa9a058eb349409b8c6f371781dae4
55000000,"Budhanilkantha, Kathmandu",3,6,8,,8,238,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/72-aana-house-sale-at-budhanilkantha-kathmandu-in-kathmandu/7de95637433a443893f799081f1b4a04
14999999,"Kwality Fast Food Cafe, Ganeshman Singh Path, Hyumat, Kalimati, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 04110, Nepal",4,10,10,,11,1000,LessThan5Ft,https://hamrobazaar.com/for-sale-house/yellow-house-in-teku-near-road-kalimati-houses-in-kathmandu/5841526a53c0430fb5fb2986bdf0ccd0
39000000,Kathmandu > Budhanilkantha,2.5,4,3,"Taulung, budhanilkantha",7a3p,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/for-sale-bungalow-at-taulung-in-kathmandu/afc197605fdd42ddbd040b0470baba35
25000000,Lalitpur > Nakhu,2.5,,,"Phoolbari Marg Nakhu, Lalitpur",2.5,,,https://hamrobazaar.com/for-sale-house/new-house-in-nakhu-in-lalitpur/5c00785b1fa640f084d78538d14fdda9
49500000,"Ramkot (Nagarjun), Kathmandu",Two and half,4,4,,4aana 2paisa 2 daam,1200,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-with-beautiful-view-n-swimmingpool-in-kathmandu/feb12ae8ce624faeb054034de43dab1f
4500000,Kathmandu > Hattigaunda (Budhanilkantha),,,,"Hattigaunda , KTM",26.2,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/hattigaunda-land-sale-in-kathmandu/d906df37e9404c41898544634aea0409
55000000,"पुष्पा नगर, घट्टेकुलो",4,5,5,,6,1000,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/ghattekulo-ma-4-house-in-nepal/0ac08b4c357e4296a4f55d68f42d2a8e
28500000,"Godamchaur Plotting, Godawari, Nepal",2.5,6,6,50mtr from Godamchaur football ground,9.2,2120.27,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-in-nepal/fe86d17d3d274816a2b94fce0c2f9e3c
42000000,"vasundhara, Basundhara, Kathmandu",2.5,5,6,,4.5,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-basundhara-in-kathmandu/8fa7fcea03de40edbef6106f8c1dbf45
26300000,"Balkhu, Kathmandu",2.5,3,3,Vayodha Hospital,0-2-3-1.16,1690,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/brihat-cluster-balkhu-plot-22-for-sale-in-kathmandu/fe59635002934e69b71989e356f1842b
65000000,"Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",3.5,4,6,Suryanagar,6,1600,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/cozyhomes-35-in-lalitpur/949db8aba8634fe486a37bc50f44d590
58000000,"Premier International School, Khumaltar Height Marg Uttar, NAST research centre, Khumaltar, Patan, Lalitpur",3,6,6,Near premiere School Khumaltar,5,3000,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-khumaltar-in-lalitpur/be373d06eddd46dd8340b8bce80fb564
25000000,"बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",3,3,6,Vellypublic school Bhangal Kathmandu,320,0,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/new-semi-bunglow-house-on-sale-kathmandu-in-nepal/8d19e2fa4ddb45d18cba6e6a58e76b86
58000000,"akashedhara, Akasedhara (Kapan), Kathmandu",ground floor,3,4,0,2,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-akashedhara-in-kathmandu/e9a67f59a86247b2a419f9c76f6613d1
50000000,"bhaisipati, Bhaisepati / Sainbu, Lalitpur",2.5,5,4,,0-5-2-0,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/bungalow-on-sale-bhaisepati-in-lalitpur/bb5e8c3504577f75e4c9a7f0ea11fa3f
28000000,"budanilkantha, Pasikot (Budhanilkantha), Kathmandu",3,4,8,,5,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/f91cffa10ee74725a4a96c47dc4e3ba6
25500000,"Siddhipur, Mahalaxmi, Lalitpur, Bagmati Pradesh, 44795, Nepal",2.5,4,5,,3,1800,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-lalitpur/59461b171fc146f192f2230341dabcbb
26300000,"kopan, Kapan, Kathmandu",3:05,3,6,Gyan prakash acedamy near,3:05,2100,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-sale-in-kathmandu/e24b3c4676f14e7eb3d26ab97925827b
20000000,"एकता नगर चोक, खड्काटोल, खड्कागाउ, ललितपुर महानगरपालिका, ललितपुर, Bagmati Pradesh, नेपाल",3,3,6,,3,2000,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/tikathali-house-in-nepal/a665570d084b48288e982f22f131d769
25000000,सानो भर्यांङ,1,2,3,,3,200,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/sano-bharyang-in-nepal/b2d1a93ff08d4d028585b501e689a302
74000000,"Sano Bharyang, Kathmandu",3.5,4,8,200m from outside Ringroad,11 Aana,N/A,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-sano-bharyang-ktm-in-kathmandu/6a8c1b81c3494a808b7cf82ff53ee3ae
120000000,Kathmandu > Golfutar (Budhanilkantha),2.5,,,Golfutar chowk bata 300 Mtr and even u can go frm Sukhedhara Ringroad area.,18.2,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/bunglow-golfutar-182-aana-on-sale-in-heights-in-kathmandu/1d137dab877e44b490f4b83d71de6102
10500000,"Baniyatar, Shree Binayak Tole, Tokha, Kathmandu, Bagmati Pradesh, 44606, Nepal",3.5,5,9,,2.8,980,Goreto,https://hamrobazaar.com/for-sale-house/house-on-sale-near-basundhara-only-300m-from-basun-in-kathmandu/d663307907aa4759804193185d756ea2
31000000,"Narayantar (Jorpati), Kathmandu",5-Mar,4,3,,1-Mar,3200,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/house-sale-at-narayantar-in-kathmandu/6f31e9bcd9044c7fa96df080d820b540
67500000,"Golfutar (Budhanilkantha), Kathmandu",2.5,4,5,,6.5,2500,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-golfutar-in-kathmandu/f79386c5b41a4fe7957ace1dd4255c32
17900000,"Bharatpur, Chitwan (Bharatpur)",2,4,8,30,30 dhur,2900,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/house-sales-exchange-bharatpur-12-in-chitwan/e056dfdd493d4d738866f58060cc526b
75000000,"Gabahal (Patan), Lalitpur",6,4,5,sunrise bank abahal,1 anna 3paisa,1,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-lalitpur/18372416adf04c2182486b5e6b7dc70e
200000000,"Dulal Tol, Khadkagaon",3,7,6,,27,3100,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/27-in-nepal/4dd233b9b23548d7acaaccf591f81c5d
65000000,"Dhapakhel, Lalitpur",3,5,9,,5,0,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/flat-system-residential-house-on-sale-in-lalitpur/f7fb9b78f5da4175968c6d39db468007
22500000,"University Path, Hyumat, Balkhu",3,3,4,,3,1700,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-bungla-on-sale-balkhu-urgent-in-nepal/6edd75cc6d784278b5bc4c7975b66b4d
42000000,"Chandol, Kathmandu",3,5,5,,3.5,2500,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-chandol-in-kathmandu/66b75439c890421e83bd38cb93388de0
35000000,"Gwarko Koteshwor Imadol, Balkumari Area, Lalitpur",3.5,5,7,,4,0,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/sale-for-beautiful-house-in-lalitpur/5743f9fc6fb9485bb4cad92931372562
45000000,कलंकी,3,5,7,,6,3379,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-near-sita-petrol-pump-kalanki-in-nepal/5e8b765d3078408bbe8e040094a2f7fa
105000000,"Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",3,4,6,,18,4836,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-naranthan-975lakhs18-anna-in-nepal/cda97c05d9ed4ff79833d3a6f15d28cc
50000000,"akashedhara, Akasedhara (Kapan), Kathmandu",3,4,5,,5,0,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-akashedhara-in-kathmandu/8431edfa8fc549b4957f666ba643df23
42900000,"Ramkot (Nagarjun), Kathmandu",3,4,4,Padma Fuel Center,0-5-2-3.58,2196,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/premium-villa-for-sale-at-brihat-community-living-in-kathmandu/8e551b642caf4b61a09063c3cdaae853
21500000,"Imadol (Mahalaxmi), Lalitpur",0,3,4,,0,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-house-ramro-ra-sastoma-in-lalitpur/6b9e0fdc6d9a4861b02cb4b52fcd577d
1250000,"Kathmandu City, Kathmandu",1,1,2,,4000,4000,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/sandwich-panel-housefoldable-for-sale-in-kathmandu/82a42435222d4f2dbd85d82ebcf6ebf3
34000000,"Basantapur (New Road), Kathmandu",5.5,5,9,,0-1-1-1,1000,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-yatkha-basantapur-in-kathmandu/b7cb12c00da4438f944677ade14c568a
42500000,"budanilkantha, Hattigaunda (Budhanilkantha), Kathmandu",2.5,3,0,,4,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-green-hill-city-mulpani-in-kathmandu/55edf0b12d904e1886d85f7f11c65505
42500000,"S.S Liqour, Shrijanshil Tol, Basundhara, काठमाडौं, Kathmandu, काठमाडौं, Bagmati Pradesh, नेपाल",3,6,7,,5,1700,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/51-in-kathmandu/8ba106a87d424e77ab668b824e95d515
26500000,Kathmandu > Chobhar (Kirtipur),,,,,,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kirtipur-nayabasti-in-kathmandu/0855681e6b7e4ad6b1832ea8087bc21b
50000000,"Putalisadak, Kathmandu",3.5,6,15,,4,1368,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/semicommercial-house-on-sale-at-putalisadak-in-kathmandu/80b756108259454da97d227d267aeacd
45000000,"Kalash Restaurant, Tribhuvan Rajpath, Tinthana, PaneruGaun, Chandragiri Municipality, Kathmandu, Bagmati Pradesh, 44618, Nepal",3,6,7,Hh,7 ana,1500,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/exchange-home-in-kathmandu/27fe28c5cd634494a707c9c5c103f4da
45000000,"Makalbari Marg (Ka), मकलबारी, गोकर्णेश्वर",1,1,2,,8,800,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-makalbari-in-nepal/784cce64379a450bbfe63b4af2e8825b
27000000,"Gwarko Koteshwor Imadol, Balkumari Area, Lalitpur",2.5,4,6,,3,0,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/sale-for-beautiful-house-in-lalitpur/3fca1bb4517540b0bbac84ba47550324
26500000,"Unnamed Road, Budhanilkantha 44600, Nepal",३.५,६,९,,४.३,,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-in-nepal/6b1205f3e7a044ba9819a7ed12f1497d
22000000,"Kumaripati, Lalitpur",1,3,4,,3.5,1093,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-kumaripati-in-lalitpur/dfe15f5cf42a472996b59ecaf5262f42
82500000,Kathmandu > Tokha Chandeshwari (Tokha),3,5,7,"Tokha Road, Chandeswori",17,3000,Above 20 feet,https://hamrobazaar.com/for-sale-house/17-ana-3-flat-green-blt-new-rd-nr-grande-hsp-in-kathmandu/13a5d3681ca74cc2b101c28f2fb94cdb
49500000,Kavrepalanchok > Dhulikhel,5,3,4,à¤­à¤Ÿà¥à¤Ÿà¥‡à¤¡à¤¾à¤à¤¡à¤¾ à¤§à¥à¤²à¤¿à¤–à¥‡à¤² à¤°à¤¿à¤¸à¥‹à¤°à¥à¤Ÿ à¤®à¤¾à¤°à¥à¤—,14,1000,Above 20 feet,https://hamrobazaar.com/for-sale-house/hotel-purpose-building-on-sell-in-kavrepalanchok/7dc753d153b34509ad1bf3f21926ede7
105000000,"Panchakanya Heights, Baluwatar - 3, Kathmandu 44600, Nepal",2.5,7,4,,10000000,,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-10-in-kathmandu/b73e27b7bdcb46089571727db20ab14f
20000000,बल्खु,3,3,3,,3,1020,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-inside-ringroad-in-brihat-colony-in-nepal/b24594cc5e70428ba3938adc27cb914f
31000000,"Sainbu, Lalitpur Metropolitan City, Lalitpur, Bagmati Pradesh, 13775, Nepal",2.5,3,4,"Behind Radio Tower, inside GOKUL AWASH",3.5,2600,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/bungalo-on-sale-at-bhaisepati-inside-gokul-awash-in-lalitpur/0d65a7d612e54b9ebb6b53eaf6e78ff5
18000000,"आनन्द चोक,",3,4,6,,4,2500,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/35-anna-ma-baneko-ghar-argent-bikri-ma-at-kalanki-in-nepal/a3a9eaf07a1f4d4db8012d5e028fc41e
39000000,"Sainbu, Lalitpur Metropolitan City, Lalitpur, Bagmati Pradesh, 13775, Nepal",2.5,3,4,,0-4-0-0,2200,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/mordern-duplex-house-on-sale-bhaisepati-in-lalitpur/2b554cdecb074a3289ade5dee24aa755
34000000,"Raniban (Nagarjun), Kathmandu",2.5,5,6,,3.1,1000,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/beautiful-house-on-sale-at-raniban-nagrajun-in-kathmandu/f03e80c2b27f47208c32cba38b11275f
160000000,"बूढानीलकण्ठ, बूढानिलकण्ठ नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",2,7,7,,22,3500,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-nepal/8d189ed8c6184c42af22e858b0c29ff2
80000000,"Dhapasi Marg, Shrijanshil Tol, Basundhara",3,6,6,,7,2600,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/luxurious-bungla-on-sale-basundhara-height-in-nepal/5fe53445e65b46d28f7d10806f014418
80000000,"Golfutar (Budhanilkantha), Kathmandu",2,3,4,Hepali Height Community,17 Aana,NA,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/17-aana-bungalow-on-urgent-sale-in-kathmandu/b9d700cd0f8e45d09c511fc36b6e1fa1
52500000,"kopan, Kapan, Kathmandu",2.5,5,4,,0-9-0-0,2500,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-kapan-height-budhanilkantha-in-kathmandu/0a51f7adbcee4b55893aa512d02f087d
17000000,"budanilkantha, Budhanilkantha, Kathmandu",2,2,6,,4.2,143.055,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/42-ana-house-for-sale-at-budhanilkantha-in-kathmandu/3975c8ff8c9041e5b17a179a67174297
9300000,"अर्पाच, Siddhipur, खड्काटोल, खड्कागाउ, ललितपुर महानगरपालिका, ललितपुर, Bagmati Pradesh, नेपाल",1,1,1,,3,800,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-on-low-budget-in-nepal/a5ab58b58958413fac54f460c24ebbd7
24000000,"bangal, Bhangal (Budhanilkantha), Kathmandu",2.5,5,6,,3 aana 1 dam,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-bhangal-in-kathmandu/cf010318e30e4340af8b36bbc705389d
47500000,"Baudhadwar Marg, कुमारिगल, चाबहिल",3,6,14,,5,4130,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/commercial-house-for-sale-at-chabahilmaijubahal-in-nepal/d937aecd59f940369b71fb3fb7c00d0b
16000000,"Patan Dhoka (Patan), Lalitpur",5th floor,2,3,Patan Nakhabhail,3 paisa matra,120,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-nakhabhail-patan-in-lalitpur/47db84cb45d0417095ec35b8610e0add
45000000,Kathmandu > Mid Baneshwor,4,,,500 mtr frm ratnarajyalaxmi school,4,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/hard-structure-4-aana-500-mtr-ratnarajya-mid-banes-in-kathmandu/16338013441a4dc8aae0e0bb803db360
25000000,Imadol,3,4,5,,3,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-tampo-park-gol-bhatta-in-nepal/e53a8bdeb8354bce81e7134c2c1d0a75
10500000,"Maharajgunj, Kathmandu",2.5,4,5,,9,1,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/9-aana-land-with-old-house-chakrapath-in-kathmandu/5deafd4ab61c4e69b678698544791958
44000000,"kapurchowk road, खड्कागाउँ",3,5,5,,4,2200,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-hattigauda-in-nepal/80c78cf510ce44e6bba358ea71522108
49500000,"Gwarko-Lamatar,",3,4,5,,420,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-gwarko-kist-hospital-najeek-in-nepal/80a88fffdcc040789a387428b80a30dd
25000000,"swoyambhu, Chamati (Swayambhu), Kathmandu",3,0,0,,2.5,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-chamati-in-kathmandu/e6238881b88a41edbcc9793847127b82
24000000,Kathmandu > Chandol,3,6,,"Bansidhar Marg, Opposite to Chandol Youth Club",5,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kathmandu/43a5e99865b14ad79fad6e268167d209
