price,Location,Floor,Bathroom,Bedroom,Land Mark,Land Size (Aana/Dhur),Buildup (Sqr. Ft.),Road Size,url
"रू. 2,75,00,000","Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",5,5,8,opposite dikshalaya school,3,3000,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-sell-in-kapan-in-nepal/bceee18d59e1477a9db278a7222c8a89
"रू. 2,15,00,000","Imadol (Mahalaxmi), Lalitpur",2.5,0,6,,3,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-mahalaxmi-in-lalitpur/aec20527b0a447c2a75de4a6b29beb57
"रू. 5,00,00,000",Lalitpur > Bhaisepati / Sainbu,,,,,,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/house-on-sale-banglow-in-lalitpur/11b3fd138ad04fe4a47d49ef111f65e5
"रू. 1,50,00,000","swayambhu, Swoyambhu, Kathmandu",3.5,3,4,Opposite of manang marshyangdi swimming pool,1,342.25,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-swoyambhu-in-kathmandu/2eaeb78cb69d452ab7dc773b92d6dd15
"रू. 6,00,00,000","Budhanilkantha, Budhanilkantha Municipality, Kathmandu",3,5,5,,13,2600,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-in-budhanilakantha-height-ma-in-kathmandu/b97062112cca4c39a2998f32bd19bcab
"रू. 3,40,00,000",Thulo Bharyang,2,3,4,Rato Vale Restaurant,3,54,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/milan-tole-sitapaila-ring-road-bata-50m-vitra-in-nepal/c09701e1e93446f7ac203236ba0d61a8
"रू. 1,13,00,000","Sidheswar Marg, Panchakumari Chok, Mandikhatar",1,1,2,kapan milan chowk,0,800,5 - 8 Ft.,https://hamrobazaar.com/for-sale-house/kapan-milan-chowk-house-sale-in-nepal/1c5e7a3c7b4641fbb2a823ea5d160c28
"रू. 2,00,00,000",Kathmandu > Balaju,,,,,,,,https://hamrobazaar.com/for-sale-house/house-on-sell-at-nayabazar-in-kathmandu/1e20610598c84218a16a1b9ba3e0ebd3
"रू. 3,10,00,000","Evangelical Ashish Church, Janamilan Marg, Samakhusi, Kathmandu, Bagmati Pradesh, 21775, Nepal",3,3,7,Samakhushi-Ranibari,98.03,98.03,5 - 8 Ft.,https://hamrobazaar.com/for-sale-house/beautiful-house-on-sale-in-kathmandu/76aaa92dc9bc4b47858c7e8f69553159
"रू. 2,65,00,000","सीतापाखा, इमाडोल",3,4,5,,310,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-tikathali-pawan-pakriti-in-nepal/186c148b0f7d46968e1b740cdebdcc10
"रू. 2,00,00,000","chandagiri, Chandragiri, Kathmandu",2.5,O,O,Pany tanky,3.2,O,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/ghar-bikrima-chandragiri-in-kathmandu/fef40e1caa6d4c4a9be747d4f7d93544
"रू. 3,40,00,000","budanilkantha, Budhanilkantha, Kathmandu",3,3,5,,4,684.5,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/modern-house-on-sale-urgent-sale-in-kathmandu/bc5f2e66e5f24520be80dd96f9a677e2
"रू. 1,25,00,000","chandagiri, Chandragiri, Kathmandu",,,,,,,,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kathmandu/c2878d7b8501489aade95b1552599893
"रू. 2,30,00,000","PC Complex, ChhakkuBakku Marg, Bogati Tol, Naya Baneshwar, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 44617, Nepal",2.5,3,5,"hatiban, lalitpur",0-3-0-0,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-in-kathmandu/a870fb1d526d4f389b2534c5af740ff1
"रू. 4,00,00,000","Charles Darwin English Academy, Buddha Marga, Deepjyoti, Jalpa Chowk, Tokha, Kathmandu, Bagmati Pradesh, 00971, Nepal",4.5,Contact the owner,Contact the owner,,3 anna 1 daam,"1, 048.14",ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/gongabunaya-buspark-najikai-ghar-bikrima-in-kathmandu/be3d357cae2d4dfeb86ebcf66b542bf1
"रू. 2,80,00,000","कागेश्वरी मनोहरा, Kageshwori Manohara, Kathmandu",5-Mar,5,11,jorpati narantar shibchok,4aana 2 dam,2700,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/in-kathmandu/15285eecf3664149a9b58137bd68dc20
"रू. 2,50,00,000","Kuleshwor, Kathmandu",5,3,3,Kuleshwor Shiva Mandir,2 Aana,2578,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kathmandu/8d7d67f3646cfd669483fe78e78a7fb9
"रू. 3,25,00,000","Anamnagar, Kathmandu",3,3,12,,3,2500,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-kathmandu/384fe50317604e879f8c7203963f1343
"रू. 2,80,00,000","Imadol (Mahalaxmi), Lalitpur",2.5/1,4,7,,3 aana 1 paisa,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/sitapakha-height-251-in-lalitpur/a323e48b16384354b2f6d39a679ad6bb
"रू. 3,90,00,000","एकान्तकुना-टिकभैरब रोड, नखु बाजर, नया नगर",2,4,4,mediciti hospital,5,2600,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/5-aana-house-near-mediciti-hospital-in-nepal/52241c538e9646c5adea7bdf12891922
"रू. 4,00,00,000","kritipur chovar, Chobhar (Kirtipur), Kathmandu",2.5,4,5,,7.1,2500,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/chovar-new-house-for-sale-in-kathmandu/9579d10121474035b823ab61ba78fe50
"रू. 4,70,00,000","Bafal, Sitapaila Marg, Kathmandu, Nepal",2.5,4,6,,6.75A,,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/bungalow-house-for-sale-at-bafal-in-kathmandu/ae948718ce6d43959165dea4d8ec014f
"रू. 2,60,00,000","Gatthaghar Marg, Dallu, Chhauni",4,4,4,,2.1,5000,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/chagal-house-2-in-nepal/045d373cb68741fc9b8313191b9ee54f
"रू. 5,50,00,000","Sanchal (Sanepa), Lalitpur",1,1,1,,0-5-2-0,1500,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-sanchal-sanepa-in-lalitpur/5ff8a426f14c4f7c9b5ed194e0a9606d
"रू. 4,00,00,000","Pani Tanki, चाबहिल",4,6,12,,5,3500,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/chabahil-chuchepati-ma-ghar-bikrima-in-nepal/a1b9f7a33770459ba34dc08213eee3de
"रू. 7,50,00,000","Golfutar (Budhanilkantha), Kathmandu",2.5,4,4,Golfutar Basketball court,10,3422.5,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/bungalow-made-on-10-aana-land-for-sale-in-golfutar-in-kathmandu/5c9b649955b1474883c5b878885c7168
"रू. 2,60,00,000","Imadol Tikathali Siddhipur Sanagau Mahalaxmisthan Lubhu Lamatar Changathali, Mahalaxmi Area, Lalitpur",2.5,1,1,,0-3-2-0,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-shital-height-in-lalitpur/2cd7a8aecb1b4b15a1e52b886c4b951e
"रू. 85,00,000",Kathmandu > Baluwatar,2.5,3,4,Baluwatar way to bisalnagar,22,,13 to 20 feet,https://hamrobazaar.com/for-sale-house/baluwatar-22-ana-land-with-old-house-for-sale-in-kathmandu/bb43a00d2b1442cfa4f578372d999bdc
"रू. 4,00,00,000","Gothatar (Kageshwor), Kathmandu",2.5,3,4,2km From Suncity Apartment,6.71 Aana,N/A,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/residential-house-on-sale-at-gothatar-kathmandu-in-kathmandu/f505bc09e0954b248ca4570b9fb3a003
"रू. 3,70,00,000","Kathmandu City, Kathmandu",3,3,4,Good,6,10000,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/boudha-fulbari-ma-ghar-bikre-ma-xa-in-kathmandu/a9d7b24daa014964b8efe283060e160a
"रू. 7,25,00,000","Chaudhary Motorcycle Workshop, Sanepa marg, Arun Thapa Murti Chowk, Sanepa, Patan, Lalitpur Metropolitan City, Lalitpur, Bagmati Pradesh, 44690, Nepal",,,,,,,,https://hamrobazaar.com/for-sale-house/house-sale-29-rooms-commercial-in-lalitpur/22aa9eb836f5406d9f689c363dfbe6cd
"रू. 3,00,00,000","Balkumari-Balkot road, Tikathali, Imadol, Mahalaxmi, Lalitpur, Bagmati Pradesh, 44795, Nepal",3.5 Storey,4,7,,0-4-2-2,816.18,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/brand-new-house-on-sale-in-lalitpur/54e6133bfd8f4f6c9cf1c2fbaa123014
"रू. 11,50,00,000","Sitapaila (Nagarjun), Kathmandu",2.5,3,4,,23,3200,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-sitapahila-h-in-kathmandu/d7c4740dbb014569a3ae89a6ae3af8b8
"रू. 2,55,00,000","Imadol - Tikathali, Imadol",3,3,4,imadol down town,23,2000,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-down-town-beautiful-on-sale-in-nepal/f4d1daae3e864d26a57224d4cfd22f87
"रू. 3,50,00,000","Lazimpat, Narayan Gopal Road, Radisson Hotel Kathmandu, Lazimpat, Kathmandu",3,3,3,G,3,5,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/lazimpat-gangjong-hotel-najikai-3-aana-ma-ghar-in-kathmandu/19221c233e6b4b40a61f2e05f9dc3625
"रू. 8,00,00,000","Shree Panchakumari Marg, सिर्जना टोल, नया बानेश्वर",2,3,8,,8,2738,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/commercial-or-residential-land-on-sale-in-nepal/ef16e0368f614b24afeaeb0bd411e711
"रू. 2,55,00,000",Imadol,3,4,5,,310,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-swimming-pool-nayabasti-in-nepal/04f25bd6dec9409e9e4d8bb14bfcb892
"रू. 14,00,00,000","Jorpati Area, Kathmandu",3,5,9,Bouddha Jorpati,3.75,3,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/full-furnishings-house-on-sale-at-bouddha-jorpati-in-kathmandu/7f263ec11a8e44c1b470f8dc0c8543ac
"रू. 8,70,00,000","Putalisadak, Kathmandu",4,5,9,peoples plaza,8,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/putalisadak-residential-commercial-house-on-sale-in-kathmandu/d53edcb693734fed860c35f9672c78bb
"रू. 90,00,000","Biratnagar (Other Area), Morang (Biratnagar)",2.5,1,3,,13.5,1000,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-buddha-chowk-birathnagar-in-morang/70467f9dda43482289065c78b809260c
"रू. 1,10,00,000",Handigaun Marg,5,4,5,,2aana,,5 - 8 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-in-nepal/5dc37fed909d48f190aa27052696053f
"रू. 3,80,00,000","Saraswati Mata Marg, सेती ओपी, कोट देवी",3,4,8,,3,1026,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/koteshwor-house-on-sell-in-nepal/4e6a8d634dcb495880063e409d3ae687
"रू. 1,55,00,000","nakkhudole, Nakhudole (Bhaisepati), Lalitpur",2.5,2,4,,4.2,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/4bhk-house-on-sale-at-nakhudole-lalitpur-in-lalitpur/71f6b3736ff44566ba32cd04f305d107
"रू. 5,00,00,000","new baneshwar naya baneswor sankhamul, Shankhamul (New Baneshwor), Kathmandu",3,3,6,200 m. E from Shaknkhamul Chowk,4.5 aana,2500 Sqft,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-shankhamul-kathmandu34-in-kathmandu/fa9fa35a2ecb4323856dba69c1b5be98
