price,Location,Floor,Bathroom,Bedroom,Land Mark,Land Size (Aana/Dhur),Buildup (Sqr. Ft.),Road Size,url
"रू. 3,60,00,000","बालुवापाटी चोक,",3,4,8,,4,2532,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-greenline-dhapace-in-nepal/44a59305800743388608ad41fa5a2343
"रू. 2,65,00,000","Tikathali (Mahalaxmi), Lalitpur",2.5,1,1,,0-3-1-0,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-tikathali-lalitpur-in-lalitpur/67b2370ce87147a4a63b3c7720010ad7
"रू. 6,50,00,000",Kathmandu > Tangal (Naxal),,,,Few MTR away from gahana pokhari . Ckskrishnasantfrenclevercks,8,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/8-aana-wall-system-house-at-gahana-pokhari-on-sale-in-kathmandu/c6bb9f67d6cf499580785b1ca93f34cc
"रू. 2,25,00,000","Tokha, Kathmandu",2.5,3,5,,3,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/brand-new-house-sale-at-tokh-saibaba-school-near-in-kathmandu/3b52da1ae46d4278a70296d5fd9abf5d
"रू. 6,00,00,000",Kathmandu > Hattigaunda (Budhanilkantha),2.5,5,6,"Hattigaunda, KTM",6a1p,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/flat-system-bungalow-for-sale-in-hattigauda-in-kathmandu/285526f71f804535894051b71116b0d0
"रू. 3,70,00,000","Siddhipur Thaiba Road, सफल टोल",25,0,0,m,0,0,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-nepal/238c75abaffa4f678f209db3a5bc27e8
"रू. 9,30,00,000","Bhaisepati Colony, Karyabinayak, Nepal",2.5,5,5,Bhaisepati,6 Aana 3 Paisa 1 Dam,3800,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-bhaisepati-in-nepal/53f632a5cc5e442eb68223cec5ad8d78
"रू. 2,90,00,000","Rudramati Chowk, Mandikhatar, Budhanilkantha Municipality, Kathmandu",3,5,11,,4,2500,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-mandikhatar-in-kathmandu/3a9d702f8b684bd8b0a99ebe5dcec6ae
"रू. 5,00,00,000","स्वयंभुनाथ, Budhhabihar marg, Dallu, Kimdol, Kathmandu",3,2,3,H,3,3,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/dallu-bazra-hotel-najikai-3-aana-3-paisa-ma-baneko-in-kathmandu/13c90f3eb9f845358b46aac14c111369
"रू. 4,05,00,000","Golphutar Main Sadak, Dharampur",2.75,5,4,,4.2,,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-in-nepal/c9b1f9ade286417ca64437000ed0185c
"रू. 9,00,00,000","Pankhaswo Marg, Chamati",4,,,,8,6000,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-khusibun-in-nepal/fa488f6020c94d31864431902feace2e
"रू. 4,00,00,000","Shakti Binayak Marg, गैरी गाउँ",2500,3,4,,5,3000,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/hose-sale-in-nepal/8c4ae042df474f52b341bdf536f7df71
"रू. 11,25,00,000","dumbarahi, Dhumbarahi, Kathmandu",2.5,4,4,,0.10.0.0,2500,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-bara/26f3d9b0052f4397bb3a2a197439e096
"रू. 3,10,00,000","ग्वार्को-लामाटार,",2,2,4,,4,450,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-sale-in-gwarko-in-nepal/af725fb828184730815f16d428652dfb
"रू. 3,25,00,000","Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",2.5,3,5,Imadol sital height,3,1300,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-imadol-sital-height-in-lalitpur/869edd01adca494899c7581e2c51f15c
"रू. 2,30,00,000","Siddhipur, Mahalaxmi, Lalitpur, Bagmati Pradesh, 44795, Nepal",2.5,4,4,3 aana,3 aana,1750,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/home-sell-in-lalitpur/29b9c760ff2344d4a3559bef5a889a3d
"रू. 3,60,00,000",Imadol,3,3,4,imadol sital hight,6,2000,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-sital-hight-house-on-sale-in-nepal/b5ef11565323455dbb4b86994ce3d0c6
"रू. 9,00,00,000","new naikap, Naya Naikap (Chandragiri), Kathmandu",2.5,2,6,,11,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/located-at-main-naikap-chowk-nearby-sunrise-bank-in-kathmandu/fe668f64d56c4ae3a627811bdc13f35b
"रू. 7,00,00,000","Kiran Chok, Dhumbarahi Pipal Bot, Kathmandu Metropolitan Ward 4, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 44616, Nepal",2 1/2,2,4,Near Tundaldevi Temple,8.25 ana,1600,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/land-bungalow-on-sale-at-bishalnagar-baluwatar-in-bara/5741e565d84544379d551eadccf8210b
"रू. 2,65,00,000","Talchhikhel Naya Basti Bodhigram Gwarko Nakhipot Hattiban Khumaltar, Satdobato Area, Lalitpur",2.5,4,4,New Milenium School,3,1200,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-imadol-rajkulo-in-lalitpur/82619000c90e4f0c8fc7956cfdd4e317
"रू. 2,80,00,000","Sitapakha, Imadol, Khadkatol, Khadkagau, Mahalaxmi Municipality, Lalitpur",3,4,6,,4,1000,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-imadol-in-lalitpur/ff39d34f556641fbbfb34219479f04c9
"रू. 2,60,00,000","एकता नगर चोक,",2,6,6,,3,1420,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/tikathali-lalitpur-ma-ghar-bikri-ma-in-nepal/3a1eb0e3d77c4fe6955a44072928b041
"रू. 1,70,00,000","Makalbari Marg (Ka), Makalbari,",25,2,6,,25,25,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-bouddha-jorpati-makalbari-in-nepal/7c002505a21e4149b777dc6aba3999c4
"रू. 1,80,00,000","Mulpani (Kageshwor), Kathmandu",2.5,4,5,,3,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-at-mulpani-in-kathmandu/8dac10a74ec841758e9a901337e5a842
"रू. 3,85,00,000","budanilkantha, Budhanilkantha, Kathmandu",2.5,5,6,,4/2/2002,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-budhanilkantha-in-kathmandu/c779394525b34e4cacfce48595265d21
"रू. 60,00,000","vasundhara, Basundhara, Kathmandu",2,0,0,,6 aana,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/land-with-old-house-on-sale-at-basundhara-in-kathmandu/c38f473e203c48af9c2c3fc7d2345f8b
"रू. 75,00,000",Kathmandu > Chundevi (Maharajgunj),3,,,Chundevi Mandir najik Cksharebimamohcks,18,,9 to 12 feet,https://hamrobazaar.com/for-sale-house/finest-18-chundevi-land-with-house-urgent-sale-in-kathmandu/f840124660f94d1e8e1b3d18661c05ce
"रू. 2,20,00,000","Imadol (Mahalaxmi), Lalitpur",2.5,5,5,,3.2,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/sale-for-beautiful-house-in-lalitpur/c3edc77c0eb04cc49af8970f7c195f68
"रू. 3,95,00,000","Baluwakhani Chok, Golphutar",4,7,8,,4,2200,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-sundarbasti-budhanilkantha-in-nepal/25d4d5e0f33a479d9b3947f7945f26ce
"रू. 4,10,00,000","Pashupati Sadak, Gyaneshwar, Maitidevi",3,4,4,ratopul,3,4950,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/35-aana-with-high-luxury-interior-at-ratopul-in-nepal/e7eda588e09246d4a01c5cc660f2a4e3
"रू. 5,70,00,000","Kusunti, Lalitpur",3.5,5,8,Kusunti hight,6,4800,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-thasikhel-150m-from-ringroad-in-lalitpur/5ac4afdf750b4b4badf964cd4f711ebe
"रू. 2,70,00,000",Imadol,3,3,5,,330,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-sanagau-pani-tanki-in-nepal/96323d1ca0684a47a0fcf4aa66156f5b
"रू. 2,00,00,000","All Core Kathmandu, Kathmandu",2,2,5,,4,1369,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-aakashedhara-kapan-9851131434-in-kathmandu/e245b392caae4586916ff4f9ba282c27
"रू. 3,70,00,000","बालुवाखानी चोक, गोल्फुटार",3,4,6,budhanilkantha-8 sundarbasti bigmart,4,900,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-budhanilkantha-in-nepal/134841009f424e579a7899c08ef4568b
"रू. 14,00,00,000","Naxal, Kathmandu",2.5,3,5,,12,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-with-12-aana-land-at-naxal-in-kathmandu/c6aafdf1d8964bbba54a50215abb4368
"रू. 2,65,00,000","Baluwakhani (Kapan), Kathmandu",3,6,6,,4,2199,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-baluwakhani-in-kathmandu/fc617d61872440118414b084a2ba9aa7
"रू. 2,20,00,000","Matatirtha, Boshigaun, Chandragiri Municipality, Kathmandu",3,6,6,Near Pathik Gyan Niketan,4,15000,5 - 8 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-in-kathmandu/86e3a20778ee4a1bb7efe71b0d645935
"रू. 1,60,00,000","Gallamandi, Rupandehi (Bhairahawa)",Two and half.,"5 attached, outside one",5,Raikar,17 dhur,Not known,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-looking-for-a-beautiful-house-in-rupandehi/0079d12d62ae42cc83a8285301cdfb1c
"रू. 2,00,00,000","B.R.T Engineering Pvt.Ltd., 3, NH66, Chauraha, Dhangadhi, Dhangadi Sub Metropolitan, Dhanhadhi, Kailali, Sudurpashchim Pradesh, +977, Nepal",1,1,3,Nabil bank,1 kattha,905,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/house-with-land-1-kattha-for-sale-in-dhangadhi-in-kailali/16351cc1a7f041a2b79a137e687fa623
"रू. 3,20,00,000","sanogaon sanogaun, Sanagau (Mahalaxmi), Lalitpur",3.5,3,6,,4.2,2,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-sanogaun-in-lalitpur/ab8c3dfa66234fdba9e42e31762ff42e
"रू. 2,20,00,000","Ramkot, Nagarjun, Nagarjun Municipality, Kathmandu",3,3,5,,4,2000,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/35-lakh-discount-on-house-for-urgent-buyer-in-kathmandu/7a6f312ed1f54d0c93e3c980e29e385e
"रू. 2,50,00,000","थानकोट, Chandragiri, चन्द्रागिरी नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",2,3,2,,4,1111,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/semifurnished-house-on-sale-in-nepal/c69df79cd55c42dfb52e4c8190a5bff4
"रू. 3,35,00,000","सीतापाखा, इमाडोल",3,4,6,,411,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-tikathali-pawan-pakriti-highway-in-nepal/2a9b97671fbd4717a57e8c0a467d7b6d
"रू. 5,00,00,000","Mother's Castle School, Khadkagaon, Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",3,6,5,,5,2700,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-bunglaw-on-sale-budhanilkantha-in-nepal/b1146eff359e47e39a77ace45c6e3731
"रू. 84,99,000","Yogikuti, Rupandehi (Butwal)",2,1,2,Janajyoti Ma. Vi.,5.5,22,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/in-rupandehi/36d954c161e44e20af1fcece04e66f9c
"रू. 4,00,00,000",Madhyapur Thimi,3,5,5,https://cerealestate.com.np/projects/nil-barahi-housing/,6.2,2600,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/new-housing-for-sale-in-nepal/2e59bf729e3243d4b113b0591a7550b7
"रू. 2,55,00,000",Imadol,3,3,4,imadol krishna mandir,3,2000,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-bojepokhari-ne-krishna-mandir-house-on-sale-in-nepal/436b053fe0274297835f03b684e89b82
"रू. 1,60,00,000","Duwakot (Changunarayan), Bhaktapur",3,4,6,,3 aana,0,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/3-aana-house-on-sale-at-duwakot-bhaktapur-in-bhaktapur/102b571e0d264de8bd68559b92df4d12
"रू. 15,00,00,000","budanilkantha, Budhanilkantha, Kathmandu",2.5,4,5,,22,2500,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/bungalow-for-sale-at-budhanilkatha-in-kathmandu/b1227baa09574fdca4c185a11a1abc48
"रू. 3,50,00,000","Hattigaunda Bhangal Chapali Chunikhel Hepali Height Italitar Khadka Bhadrakali Narayanthan Mahankhal Pasikot Golfutar Budanilkantha, Budhanilkantha Area, Kathmandu",2.5,4,5,,9,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-hattigauda-in-kathmandu/5ed1dd9068fb4d28bd965cca15c75b9d
"रू. 2,70,00,000","NTC road,",2,2,7,Vishwa Adarsha College,13,1200,5 - 8 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-in-itahari-aaitabare-in-nepal/94d58de59cfa423d800c7e37a68b0a24
"रू. 2,65,00,000","Imadol (Mahalaxmi), Lalitpur",3,3,4,0,3,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/3-talle-house-for-sale-at-imadol-lalitpur-in-lalitpur/dc3b6fddd70f47beb6ada8e7368d46c9
"रू. 2,20,00,000","Tikathali, महालक्ष्मी, Mahalaxmi, ललितपुर, Bagmati Pradesh, नेपाल",3,3,5,Tikathali Khadka Tole,3,1050,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/brand-new-house-for-sale-tikathali-lalitpur-in-nepal/fde0da76ca22487d8cb7795ee6d898a6
"रू. 3,25,00,000",Imadol,3,4,8,,403,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-tikathali-pani-tanki-in-nepal/25fb77822bac4e9db1866a1d5b2d6c91
"रू. 85,00,000","तारकेश्वर, तारकेश्वर नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",1,1,2,,2,860,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/tarkesworfutung-school-ma-sasto-ghar-bikrima-in-nepal/585eb547f2d54ddc836cc978416c863a
"रू. 80,00,000","Central Business Park, Thapathali Marg, Thapathali, Kathmandu, Kathmandu Metropolitan City, Kathmandu, Bagmati Pradesh, 44617, Nepal",2.5,5,5,,5,2500,NineToTwelveFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-near-trishuli-bazar-in-kathmandu/ac5a9be6e336472d806515dc90146133
"रू. 3,35,00,000","budanilkantha, Pasikot (Budhanilkantha), Kathmandu",2.5,5,3,,4,127.16,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/4ana-house-for-sale-at-budhanilkantha-pasikot-in-kathmandu/77a921d8ed8641c2bbb89bd51efffbcd
"रू. 3,60,00,000",Imadol,3,4,5,imadol sital hight near tempo park,6,2000,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-sital-hight-beautiful-house-on-sale-in-nepal/74fc2b9058eb4d0f8709c7e1dcef33ba
"रू. 4,25,00,000","Kumari Marg, Rudramati Chowk, मन्डीकाटार",2,4,5,,5,0,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-in-nepal/3d8aa51b3cd74e9a915987c87721d7ba
"रू. 2,70,00,000","रामकोट, नागार्जुन, नागार्जुन नगरपालिका, काठमाडौं, Bagmati Pradesh, नेपाल",3,3,3,0,3,0,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/3bhk-house-on-sale-at-sitapaila-civil-homes-in-nepal/3e7c81ced7ff4cf3a51bfb2860283a18
"रू. 6,50,00,000","Nakhu Sainbu Nakhudole Nakkhu, Bhaisepati Area, Lalitpur",2.5,4,5,,4.5,2600,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-bhaisepati-lalitpur-in-lalitpur/01821c4396de48148a4ed123918aa29d
"रू. 65,00,000","Sukedhara, Kathmandu",2.5,2,4,,11.5,1,AboveTwentyFeet,https://hamrobazaar.com/for-sale-house/house-for-sale-in-sukedhara-in-kathmandu/10699c045ba948caa377cb0a73b529d5
"रू. 3,90,00,000","Ram Mandir, F101, Sanepa, Patan, Lalitpur, Bagmati Pradesh, 04110, Nepal",3.5,3,14,,4 anna +,2500,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/semi-commercial-home-for-sale-in-lalitpur/220b0771fe8348048b45fd73540ece86
"रू. 2,75,00,000","techo, Thecho (Bajrabarahi), Lalitpur",3,3,5,,3,1299,9 - 12 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-thecho-in-bara/2f0766e616c74293ace51864cb3a96d1
"रू. 3,60,00,000","Sukedhara, Kathmandu",2.5,5,5,Sukedhara,3aana 3Paisa,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/semi-furnished-house-for-sell-at-sukedhara-in-kathmandu/327ac2cde6ab450fa9bec5d5c481e532
"रू. 4,10,00,000","Rudramati Chowk, मन्डीकाटार",2,5,6,,4,2500,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/brand-new-duplex-house-on-sale-at-mandikatar-ktm-in-nepal/e3280e326e3d41d5acc7f8c46e9be127
"रू. 2,00,00,000",इमाडोल,1,1,1,,3,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-for-sale-at-imadol-in-nepal/fdcd9f08edbc474ba149e7650574cac2
"रू. 2,10,00,000","बूढानीलकण्ठ, Budhanilkantha, काठमाडौं, Bagmati Pradesh, नेपाल",2,3,4,compound,3,1,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-at-kapantar-in-nepal/531b6a6e0b7441ce8329e4333bfa8833
"रू. 8,50,00,000","Golfutar (Budhanilkantha), Kathmandu",3,9,7,,16,0,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-golfutar-in-kathmandu/861ece3e01aef0f2c400e1c617d43db5
"रू. 2,70,00,000","Imadol-Hattiban Road, इमाडोल",3,4,5,,3,2500,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/house-on-sale-in-nepal/fa1755f374f04ac99ba168a6ba4b8f61
"रू. 4,00,00,000","Sitapaila (Nagarjun), Kathmandu",3,5(2 aatached),7,,4.5,1,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-inside-ringroad-sitapaila-in-kathmandu/0075fe79650243a3a60142069cee8b4d
"रू. 2,15,00,000",इमाडोल,3,3,5,,3,1027,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/house-sell-in-imadol-in-nepal/e348f70a844e476e851153bde71493c2
"रू. 2,25,00,000","घिमिरे टोल,",3,3,6,manipal hospital,3,102675,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/a-beautiful-3-storey-house-on-sell-in-pokhara-in-nepal/46724986602d4f8182f2c3ec84360f16
"रू. 1,00,00,000",Thaiba,2,2,3,3.5aana,4,2200,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/home-on-sell-in-nepal/93ce4aa43bdd4de8a4709bd92466b228
"रू. 6,20,00,000","Imadol (Mahalaxmi), Lalitpur",2.5,4,6,Krishna Mandir,12,1027,Above 20 Ft.,https://hamrobazaar.com/for-sale-house/imadol-house-for-sale-in-lalitpur/58b4af05283b4bdb9401e465c3b7e99a
"रू. 2,70,00,000","Bode, Bhaktapur",2.5,3,6,Bode Bhaktapur,5,1780,13 - 20 Ft.,https://hamrobazaar.com/for-sale-house/25-talle-5-anna-build-house-sale-bhaktapur-bode-in-bhaktapur/36e394919c854845ae1e2d426beb9f61
"रू. 2,50,00,000","budanilkantha, Pasikot (Budhanilkantha), Kathmandu",2,3,4,,3aana,.,ThirteenToTwentyFeet,https://hamrobazaar.com/for-sale-house/house-on-sale-at-pasikot-in-kathmandu/42e64e8ac0f5496f9105b4346dd1f678
